age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
23,3,39844,9,4,13,1,4,1,0,0,50,39
32,2,299635,10,2,3,0,4,1,0,0,50,11
67,2,123393,7,2,13,0,4,1,0,0,40,39
32,2,209538,14,2,3,0,4,1,0,0,55,39
35,4,238802,9,2,4,0,4,1,0,0,50,39
29,2,499197,10,2,9,0,4,1,0,0,40,39
38,2,200220,9,2,2,0,4,1,0,0,40,39
38,2,114059,10,2,11,0,4,1,0,0,60,39
18,2,434430,9,4,9,1,4,1,0,0,30,39
47,2,185385,9,2,9,0,4,1,5013,0,24,39
22,2,225156,9,4,0,1,4,0,0,0,40,39
21,2,377931,10,2,3,0,4,1,0,2377,48,39
27,6,133359,13,3,14,1,4,1,0,0,50,0
28,2,226891,10,4,0,4,1,0,0,0,30,0
32,2,201988,15,2,11,0,4,1,4508,0,40,0
40,2,287008,15,2,9,0,4,1,15024,0,55,11
23,2,151910,13,4,6,3,4,0,0,1719,40,39
25,2,231714,10,2,6,0,4,1,0,0,40,39
44,3,178510,10,4,11,1,4,1,0,2258,60,39
43,2,178866,9,2,0,5,4,0,0,0,25,39
31,2,110643,13,2,3,0,4,1,0,1977,55,39
33,2,148261,10,2,2,0,4,1,0,0,40,39
41,2,217902,9,2,3,0,4,1,0,0,40,39
29,4,77207,14,2,2,0,4,1,0,0,30,39
32,6,377017,12,4,14,3,4,1,0,0,40,39
64,3,80333,9,2,3,0,4,1,0,0,40,39
58,2,265086,13,2,3,0,4,1,0,0,50,39
55,6,102058,8,6,14,1,4,1,0,0,30,39
20,2,333843,9,4,0,3,4,0,0,0,40,39
35,2,296478,10,2,11,0,4,1,0,0,40,39
27,1,116662,9,2,6,0,4,1,0,0,40,39
37,4,353298,9,2,11,0,4,1,99999,0,50,39
42,2,142424,11,4,0,1,4,0,0,0,40,39
47,1,200808,8,2,0,0,4,1,0,0,35,33
29,2,119052,9,4,5,1,2,0,0,0,40,39
44,2,151780,10,6,3,1,2,0,0,0,40,39
25,2,509866,9,4,13,1,4,1,0,0,78,39
24,5,249385,13,4,0,2,4,0,0,0,10,39
42,5,109462,13,0,0,4,2,0,2977,0,40,39
53,2,250034,13,2,3,0,2,1,0,0,50,39
39,2,249720,13,0,3,4,2,0,0,0,60,39
72,4,258761,9,2,4,0,4,1,0,0,40,39
43,3,64048,5,4,11,3,4,0,0,0,44,32
25,5,153534,10,2,10,0,4,1,0,0,40,39
37,2,193815,12,2,9,0,4,1,0,0,45,39
27,2,255582,9,4,6,1,4,0,0,0,40,39
39,2,204527,16,2,9,0,4,1,0,0,50,39
64,4,159938,9,2,2,0,4,1,2635,0,24,22
29,4,229341,9,4,2,1,4,1,0,0,50,39
50,2,128143,13,2,3,0,4,1,0,0,50,39
18,2,301814,9,4,11,1,4,0,0,0,20,39
20,2,238917,7,4,5,1,4,1,0,0,32,26
32,2,205581,10,5,12,4,4,0,0,0,50,39
45,2,340341,10,0,0,4,4,0,0,0,40,39
48,2,147860,9,2,5,5,2,0,0,0,40,39
20,6,121023,10,4,14,3,4,0,0,0,40,39
23,2,259496,9,4,6,3,4,0,0,0,40,39
34,0,190228,13,2,10,0,4,1,0,1902,48,39
43,2,180599,13,5,3,4,4,1,8614,0,40,39
44,2,116358,13,2,11,0,1,1,0,0,40,39
47,4,180446,10,2,12,0,2,1,0,0,40,39
47,2,264244,9,3,2,1,2,0,0,0,40,39
19,2,206599,9,4,11,3,4,0,0,0,40,39
51,2,313146,9,2,0,0,4,1,0,0,40,39
41,3,99212,9,5,3,4,4,1,0,0,40,39
37,2,340599,7,5,7,4,2,0,0,0,40,39
31,2,62932,9,4,2,3,4,1,0,0,40,39
25,2,44861,9,4,7,1,4,1,0,0,40,39
46,2,53893,10,2,12,0,4,1,0,0,40,39
53,3,152810,9,2,2,0,4,1,5178,0,45,39
47,1,128401,16,4,9,4,4,0,0,0,40,39
28,2,336951,9,2,3,0,4,1,0,0,50,39
60,4,95445,10,2,13,0,4,1,3137,0,46,39
43,2,54611,9,2,6,0,4,1,0,0,40,39
45,4,315984,9,2,2,0,4,1,7688,0,50,39
28,2,210313,6,4,5,2,4,1,0,0,40,26
19,2,181020,7,4,5,2,4,1,0,0,30,39
51,4,120781,15,2,9,0,3,1,99999,0,70,19
19,2,256979,9,4,2,2,4,1,0,0,35,39
64,2,47298,16,2,9,0,4,1,0,0,60,39
44,2,125461,16,2,3,0,4,1,0,0,60,39
21,2,209955,9,4,2,1,4,1,0,0,48,39
33,2,182246,9,4,9,1,4,1,0,0,40,39
63,2,76860,13,2,10,0,1,1,0,0,40,30
44,6,91949,9,4,14,4,2,0,0,0,40,39
44,1,136986,14,2,9,0,4,1,15024,0,35,39
28,0,183445,9,4,3,4,4,0,0,0,70,33
24,2,130741,13,4,11,3,4,1,0,0,40,39
20,0,191878,10,4,0,3,2,0,0,0,20,39
21,6,233923,10,4,14,3,4,0,0,0,24,39
20,2,48121,9,4,5,3,4,1,0,0,40,39
21,2,304302,9,4,5,3,0,1,0,0,40,39
34,0,284703,10,2,6,0,2,1,0,0,52,39
17,2,401198,7,4,11,3,4,0,0,0,15,39
35,2,243357,7,5,7,4,2,0,0,0,40,39
26,2,32276,9,4,4,1,4,1,0,0,40,39
35,2,110538,9,0,4,1,4,1,0,0,70,39
25,2,257310,9,4,6,1,4,1,0,0,40,39
27,4,411950,10,2,7,0,4,1,0,0,40,39
52,1,392668,11,2,10,0,4,1,0,0,40,39
43,4,52498,13,4,9,4,4,0,0,0,50,39
36,2,223433,14,2,11,0,4,1,7688,0,50,39
37,2,87076,9,4,6,3,4,1,0,0,40,39
58,2,224854,9,4,0,1,4,0,0,0,40,39
25,2,193379,12,4,2,1,4,1,0,0,45,39
54,2,98436,14,2,7,0,4,1,0,0,40,39
42,6,116632,10,2,14,0,4,1,0,0,60,39
65,3,210381,13,2,3,0,4,1,99999,0,65,39
44,2,90688,9,4,6,1,1,0,0,0,45,25
29,2,59732,9,2,2,0,0,1,0,0,40,39
34,2,192900,10,2,2,0,4,1,0,0,40,39
24,5,90046,10,4,7,1,4,0,0,0,40,2
40,2,272960,12,2,12,0,4,1,0,0,42,39
42,3,152071,15,2,9,0,4,1,0,0,60,5
50,2,301583,9,4,6,1,4,1,0,0,40,39
18,6,171964,9,4,14,3,4,0,0,1602,20,39
49,2,315984,9,2,6,0,4,1,0,0,40,39
38,2,241962,9,0,6,1,4,1,0,0,40,39
41,2,131591,9,2,0,0,2,1,0,0,45,39
70,3,207938,10,4,3,1,4,1,0,0,5,39
51,2,53197,10,2,2,0,4,1,0,0,40,39
24,2,121023,13,4,9,1,4,0,0,0,40,39
57,4,287229,9,2,2,0,4,1,0,0,48,39
22,2,163911,10,4,0,3,4,0,0,0,20,39
31,2,191834,10,2,2,0,4,1,0,0,40,39
28,2,204734,10,2,12,5,4,0,0,0,40,39
45,4,220978,9,2,3,0,4,1,0,0,50,39
39,2,365739,9,2,2,0,4,1,0,0,40,39
26,2,50103,10,4,11,1,4,0,0,0,40,39
38,2,283293,9,2,2,0,2,1,0,0,40,39
38,4,194534,14,2,9,0,2,1,99999,0,60,39
19,2,263338,9,4,5,3,4,1,0,0,20,39
36,6,504871,9,2,14,0,4,1,0,0,40,39
30,2,348592,9,2,6,0,4,1,0,0,44,39
28,2,173944,14,2,9,0,4,1,0,0,40,39
53,2,226135,5,4,2,1,2,1,0,0,40,23
32,2,172375,13,4,9,1,4,1,0,0,38,39
57,3,127728,15,2,9,0,4,1,15024,0,60,39
47,2,347025,14,0,9,1,4,0,0,0,40,39
36,2,191335,10,2,2,0,4,1,0,0,56,39
21,2,247779,7,4,11,3,4,0,0,0,38,39
25,5,262664,13,2,10,0,4,1,0,0,40,39
37,2,95855,9,0,10,4,4,0,0,0,40,39
31,2,74501,9,0,7,4,4,0,0,0,30,39
43,2,245317,9,2,13,0,4,1,0,0,50,39
61,2,29059,9,0,11,4,4,0,0,2754,25,39
56,2,200316,10,2,0,0,4,1,0,0,35,39
35,2,198341,13,2,3,0,1,1,0,0,40,0
44,4,343190,10,2,2,0,4,1,0,1887,55,39
47,2,235683,14,0,9,4,4,0,0,0,40,39
44,2,83237,13,2,9,0,4,1,0,0,55,39
64,2,88470,10,2,7,0,4,1,0,0,40,39
26,2,198801,9,2,2,0,4,1,0,0,45,39
53,2,168107,13,2,3,0,4,1,0,0,40,39
50,2,196193,13,2,2,0,4,1,0,0,40,0
30,6,205418,9,2,14,5,4,0,0,0,20,39
46,2,695411,9,0,0,1,4,0,0,0,44,39
45,3,139268,9,2,11,0,4,1,0,0,50,39
44,0,192771,9,4,0,4,4,0,0,0,40,39
59,3,122390,10,2,3,0,4,1,0,1977,48,39
65,3,184965,16,2,3,0,4,1,99999,0,40,39
23,2,180837,9,4,6,3,2,0,0,0,40,39
33,2,159548,10,0,0,4,2,0,0,0,38,39
34,2,110554,9,0,11,3,4,0,0,0,35,39
38,2,103474,11,0,0,4,4,0,0,0,40,39
62,2,178249,13,2,3,0,4,1,0,0,35,39
21,2,138768,10,4,11,2,4,1,0,0,40,39
41,2,321824,9,2,2,0,4,1,0,0,8,39
35,2,244803,9,4,5,2,4,1,0,0,40,29
62,1,206063,10,0,7,1,4,1,0,0,45,39
53,2,167651,9,2,2,0,4,1,0,0,40,39
69,5,163689,10,2,13,0,4,1,0,0,16,39
19,4,45546,10,4,11,3,4,0,0,0,16,39
47,2,420986,13,2,3,0,4,1,0,0,40,39
52,3,68015,10,2,11,0,4,1,0,0,90,39
54,2,175594,9,2,2,0,4,1,0,0,40,39
58,6,148673,9,2,14,0,4,1,0,0,10,39
30,2,206322,9,2,13,0,4,1,0,0,73,39
39,2,272338,9,2,0,5,4,0,0,0,25,39
73,2,105886,13,2,9,0,4,1,1173,0,75,39
64,2,312498,13,2,11,0,4,1,0,0,40,39
32,2,177675,9,4,2,3,4,1,0,0,40,39
51,2,152810,9,2,9,0,4,1,0,0,40,39
57,2,319122,13,4,11,1,4,1,0,0,40,39
25,2,212304,9,4,6,4,4,1,0,0,40,39
53,2,208321,9,2,7,0,2,1,0,1740,40,39
39,2,240841,10,4,7,1,4,0,0,0,25,39
49,2,208978,9,0,0,4,4,0,0,0,16,39
23,1,442359,13,4,9,1,4,0,0,1092,40,39
28,2,198197,13,4,9,1,4,1,0,0,55,39
46,2,261059,14,2,9,0,4,1,0,1977,50,39
40,2,72791,10,4,2,3,2,1,0,0,40,39
24,2,275395,9,2,6,0,4,1,0,0,50,39
20,6,195767,9,4,14,3,4,1,0,0,40,39
50,2,462966,6,2,7,0,4,1,0,0,8,8
24,6,265434,13,4,14,1,4,0,0,0,40,39
35,2,31269,9,2,3,0,4,1,0,0,40,39
33,1,246291,13,4,9,1,4,0,0,0,46,39
54,0,128378,13,0,3,1,4,1,0,0,40,39
35,1,231180,9,2,13,0,4,1,0,0,45,39
31,1,206297,9,2,10,0,4,1,0,0,40,39
47,3,337050,10,2,4,0,4,1,0,0,40,39
48,2,193075,9,0,11,3,4,0,0,0,20,39
33,1,169652,11,4,0,3,4,1,0,1669,55,39
35,2,35945,13,2,3,0,4,1,0,0,40,39
20,6,141453,10,4,14,3,4,0,0,0,10,39
30,2,128016,13,4,3,1,4,0,0,0,55,39
39,2,150057,10,2,2,0,4,1,0,0,55,39
25,2,258276,10,4,5,1,0,1,0,0,40,39
40,2,188465,9,0,7,1,4,0,0,0,35,39
25,3,161007,9,2,3,0,4,1,0,0,40,39
33,2,403468,9,2,6,5,4,0,0,0,40,26
53,0,181677,10,0,5,1,4,1,0,0,40,39
18,2,120243,7,4,7,3,4,1,0,0,10,39
41,2,157025,9,4,6,4,2,1,0,0,40,39
25,2,306908,13,2,9,0,4,1,0,0,50,39
53,2,95540,10,0,0,4,4,0,1471,0,40,39
27,2,135001,9,2,2,0,4,1,0,0,40,39
28,2,293398,9,5,11,4,2,0,0,0,40,39
23,2,185106,9,4,5,3,2,1,0,0,40,39
29,4,245790,6,0,2,1,4,1,0,0,80,39
26,2,134004,10,2,3,5,4,0,0,0,40,39
26,2,205036,9,4,5,1,4,1,0,0,42,39
26,2,244495,5,4,7,1,4,1,0,0,35,39
38,2,159179,9,2,2,0,4,1,0,0,40,39
34,2,177437,10,2,2,0,4,1,15024,0,45,39
32,0,402361,9,4,0,1,4,1,0,0,40,39
57,4,184553,9,2,2,0,4,1,0,0,50,39
31,2,302626,10,0,0,4,4,0,0,0,40,39
38,2,99138,13,4,3,1,4,0,0,0,38,39
39,2,112731,9,0,7,1,3,0,0,0,40,6
35,2,192923,9,2,2,0,4,1,0,2377,40,39
18,2,761006,7,4,7,3,4,0,0,0,20,39
75,6,125784,10,2,14,0,4,1,0,0,8,39
28,2,182344,9,4,7,1,2,1,0,0,40,39
41,4,117012,14,4,3,1,4,0,0,0,55,39
39,0,30673,5,2,6,0,4,1,0,0,40,39
31,0,484669,10,4,12,1,4,1,0,0,40,39
38,5,314052,9,0,0,1,4,0,0,0,38,39
43,5,38537,10,0,3,4,2,0,0,0,38,0
27,2,165412,9,2,2,0,4,1,0,0,40,39
42,2,198341,14,2,9,0,1,1,0,1902,55,19
46,2,116635,13,5,9,4,2,0,0,0,36,39
20,2,185452,9,4,0,3,4,0,0,0,40,39
42,2,118686,10,0,9,4,4,0,0,0,20,39
69,2,76939,9,6,3,1,4,0,0,0,40,39
47,0,160646,11,2,0,5,4,0,0,0,35,39
49,5,126754,9,2,2,0,4,1,0,0,40,32
20,2,211049,10,4,3,3,4,0,0,0,30,39
18,2,155021,7,4,7,3,4,0,0,0,6,39
55,4,100569,9,5,4,4,4,0,0,0,55,39
61,0,221943,10,2,0,0,4,1,9386,0,40,39
39,2,114544,13,0,3,1,4,1,0,0,45,39
30,2,248584,10,2,2,0,4,1,0,0,40,39
61,2,227468,9,0,0,4,2,0,0,0,40,39
36,2,66173,12,2,11,5,4,0,0,0,15,39
34,2,107624,10,2,2,0,4,1,0,0,50,39
53,2,70387,14,2,9,0,1,1,4386,0,40,19
38,2,423616,11,2,12,5,4,0,0,0,36,39
46,2,98637,13,2,3,0,4,1,7298,0,50,39
27,1,216013,9,2,5,0,4,1,0,0,40,39
32,4,210926,7,5,5,4,4,0,0,0,40,27
60,1,255711,13,6,9,4,4,0,0,0,60,39
23,2,77581,13,4,3,3,4,1,0,0,40,39
29,2,152461,13,4,9,4,4,0,14344,0,50,39
22,2,203263,9,4,2,3,4,1,0,0,50,39
25,2,261519,9,4,11,3,4,1,0,0,35,39
29,2,91189,13,2,6,0,4,1,0,0,48,39
37,1,272471,9,0,0,4,4,0,0,0,40,39
32,2,311524,9,4,2,3,2,1,0,0,38,39
18,2,151386,9,3,7,3,2,1,0,0,40,23
35,2,187625,10,4,7,1,4,0,0,0,65,39
50,2,108933,5,2,2,0,4,1,2885,0,40,39
54,2,135388,9,2,2,0,4,1,5178,0,40,39
43,2,169383,13,2,3,0,4,1,0,0,45,39
28,3,191129,9,4,3,1,4,1,0,0,65,39
51,2,467611,5,2,4,0,4,1,0,0,40,26
31,2,373185,10,4,2,4,4,1,0,0,42,26
69,2,130060,9,5,13,4,2,0,2387,0,40,39
57,2,199934,13,2,3,0,4,1,0,0,40,39
71,6,116165,10,6,14,1,4,0,0,0,14,2
28,2,42881,6,0,6,3,4,0,0,0,40,39
28,6,174666,6,5,14,1,4,1,0,0,80,39
25,2,169759,9,4,5,3,4,1,0,0,95,39
49,4,181547,12,2,2,0,4,1,0,0,30,4
52,2,95704,5,2,5,0,4,1,0,0,40,39
23,2,237432,13,4,9,1,4,1,0,0,40,0
31,2,159979,10,4,11,1,1,0,0,0,50,39
30,2,203488,9,4,2,3,4,1,0,0,50,39
24,2,403671,9,2,2,0,4,1,0,0,60,39
45,2,192323,12,2,2,0,4,1,0,0,66,41
30,2,167832,9,2,6,0,4,1,0,0,40,39
52,2,145166,13,2,3,0,4,1,15024,0,55,39
42,5,155657,9,0,0,1,2,0,0,0,25,39
49,2,116789,9,2,4,0,4,1,0,0,40,39
20,2,39234,9,4,7,3,4,1,0,0,30,39
25,2,124111,13,4,0,3,4,0,0,0,40,39
41,2,172828,5,2,7,0,4,1,0,0,55,28
55,2,143372,9,0,11,4,2,0,0,0,40,39
31,4,265807,11,2,3,0,4,1,3137,0,50,39
25,5,218184,13,4,10,1,2,0,0,0,40,39
32,2,154087,9,2,3,0,4,1,0,0,40,39
29,0,440647,10,4,0,2,4,1,0,0,40,39
37,2,193952,9,0,7,1,2,0,0,0,40,0
19,2,284652,10,4,0,3,4,0,0,0,15,39
21,6,214635,10,4,14,3,4,1,0,0,24,39
43,2,173316,12,0,2,1,4,1,0,0,40,39
39,5,65390,10,2,0,0,4,1,0,0,40,0
40,3,45054,10,2,13,0,4,1,0,0,40,39
35,2,117381,13,0,11,1,4,1,0,0,40,39
34,2,258666,11,4,12,1,4,0,0,1974,40,39
35,2,179668,10,2,9,0,4,1,0,0,40,39
57,2,127277,16,2,9,0,1,1,0,0,40,36
26,2,192022,13,4,7,2,4,0,0,0,40,39
55,4,99551,13,6,11,4,4,0,0,0,15,39
51,2,208899,13,5,0,4,4,0,0,0,40,39
35,2,287658,12,4,13,1,2,1,0,0,30,23
31,2,196125,9,2,5,0,4,1,0,0,40,39
17,2,275051,7,4,0,3,4,0,0,0,8,39
38,2,23892,9,2,6,5,4,0,0,0,40,39
39,0,376455,15,2,9,0,4,1,0,1887,50,39
29,2,267989,9,2,2,0,4,1,0,0,45,39
39,2,30269,11,0,11,4,4,0,0,0,40,39
42,2,204235,10,2,9,0,4,1,0,0,40,39
46,1,209057,14,2,3,0,4,1,0,0,50,39
47,1,154033,10,0,9,1,4,0,0,1876,40,39
28,2,124680,9,4,11,4,4,0,0,0,70,39
27,2,132805,6,4,11,2,4,1,0,1980,40,39
38,2,99233,15,4,3,1,4,1,0,0,40,39
19,2,224849,9,4,11,1,4,1,0,0,35,39
60,1,101110,11,0,9,4,4,1,0,0,40,39
24,2,184839,10,4,6,1,4,1,0,0,40,39
52,2,302847,7,2,6,0,4,1,0,0,40,39
36,2,181322,13,0,3,1,4,0,0,0,45,39
26,1,192213,14,4,9,1,4,0,0,0,40,2
28,5,37250,13,4,9,3,4,1,0,0,16,39
38,3,140854,13,2,2,0,4,1,0,0,50,39
47,2,158286,14,2,3,0,4,1,0,0,50,39
50,2,269095,13,0,3,4,4,0,0,0,40,39
27,2,279960,9,2,11,0,4,1,0,0,40,39
47,2,176239,10,6,9,4,4,0,0,0,40,39
36,2,115360,6,2,6,3,4,0,3464,0,40,39
49,2,337666,9,0,6,1,2,1,0,0,40,39
68,6,255276,10,2,14,0,4,1,0,0,48,39
63,2,145212,9,0,3,1,4,0,0,0,40,39
36,2,185099,9,2,13,0,4,1,0,0,70,39
42,2,142756,10,0,0,4,4,0,0,0,35,39
28,2,156300,14,4,3,1,2,0,0,0,45,39
68,6,186266,9,2,14,5,4,0,0,0,8,39
38,2,219137,9,2,0,5,4,0,0,0,22,39
43,2,110970,13,2,9,0,4,1,0,1902,40,39
49,2,203067,10,2,9,0,4,1,0,0,40,39
59,2,148844,9,0,6,1,4,0,0,0,40,39
25,2,154941,13,2,11,0,4,1,0,0,40,39
26,2,124111,12,4,9,1,4,0,0,0,36,39
59,2,157303,10,0,9,1,4,0,0,0,48,39
34,2,113838,10,2,2,0,4,1,0,0,45,39
34,2,165737,14,2,9,0,1,1,0,0,43,19
67,2,140849,9,6,7,1,4,0,0,0,24,39
45,2,200363,11,0,3,1,4,0,0,0,44,39
51,2,82578,14,2,9,0,4,1,0,0,38,2
31,2,227146,13,2,11,0,4,1,0,0,55,39
42,3,348886,13,2,3,0,4,1,0,0,45,39
23,2,142766,10,4,0,1,4,1,0,0,20,39
31,2,246439,10,2,2,0,4,1,0,0,45,39
33,2,184784,6,0,6,1,4,0,0,0,40,39
17,1,195262,7,4,2,3,4,1,0,0,35,39
63,2,167967,14,2,5,0,4,1,0,0,46,39
48,2,145636,9,2,6,0,4,1,0,0,60,39
45,1,170099,12,2,5,0,4,1,0,0,40,39
17,2,228253,6,4,5,3,4,1,0,0,10,39
26,1,205570,9,2,2,0,4,1,0,0,40,39
38,0,506830,10,0,12,4,2,0,0,0,40,39
29,2,412435,9,2,3,5,4,0,0,0,40,28
44,2,163331,10,6,0,4,4,0,0,0,32,39
43,0,222756,14,2,2,0,4,1,0,0,40,39
39,5,318918,13,2,3,0,4,1,0,0,40,39
43,2,105188,9,4,7,1,2,1,0,0,40,14
23,2,199884,9,4,0,4,4,0,0,0,45,39
19,2,96483,9,4,7,3,1,0,0,0,40,39
49,4,192203,5,2,2,0,4,1,0,0,40,2
52,2,203392,10,2,2,0,4,1,5013,0,40,39
32,2,99646,9,2,13,0,4,1,0,0,50,39
38,2,167440,13,2,13,0,4,1,4508,0,40,39
44,2,219591,10,0,5,3,4,1,0,0,40,39
42,1,226020,9,5,7,1,2,0,0,0,60,0
21,2,314165,10,4,11,3,4,1,0,0,40,4
32,2,330715,10,2,2,0,4,1,0,0,40,39
24,4,35448,9,5,7,4,4,0,0,0,50,39
50,5,172970,9,2,13,0,4,1,0,0,40,33
26,3,189502,13,2,11,0,4,1,0,0,80,39
35,2,61518,9,2,3,0,4,1,0,0,35,39
31,2,574005,13,2,2,0,4,1,0,0,44,39
40,2,138975,9,2,2,0,4,1,0,0,56,39
31,2,176969,13,4,3,1,4,1,0,0,55,39
43,2,132393,9,4,5,3,4,1,0,0,40,31
44,2,194924,9,2,11,0,4,1,0,0,35,39
40,2,478205,13,4,9,2,4,0,0,0,40,39
52,1,30118,10,2,10,0,4,1,3137,0,42,39
39,5,85566,13,2,9,0,4,1,0,0,40,39
40,2,121874,12,2,11,0,4,1,7688,0,50,39
40,4,29036,10,4,6,1,4,1,0,0,35,39
33,2,348152,9,2,2,0,4,1,0,0,40,39
38,1,73715,10,2,10,0,4,1,0,0,60,39
29,2,151382,11,0,5,4,4,1,0,0,50,39
37,2,236359,10,0,0,1,2,0,0,0,37,39
37,2,19899,9,2,2,0,4,1,15024,0,45,39
19,2,138760,9,4,6,3,4,1,0,0,40,39
46,1,354962,9,2,6,0,2,1,0,0,40,39
46,2,181363,12,2,3,0,4,1,0,0,40,39
37,2,393360,10,4,10,3,2,1,0,0,30,39
34,2,210736,10,5,0,4,2,0,0,0,40,0
38,2,110013,10,0,0,4,4,0,0,0,43,39
26,2,193304,9,2,2,0,4,1,0,0,40,39
34,2,118551,13,4,7,1,4,0,0,0,35,39
57,2,201991,13,2,9,0,4,1,0,0,40,39
33,2,157446,7,4,2,1,4,1,0,0,65,39
26,1,283217,10,4,10,3,4,1,0,0,40,39
20,2,247794,9,4,11,1,4,0,0,0,84,39
38,2,43712,13,2,9,0,4,1,7298,0,60,39
61,2,35649,10,2,7,0,4,1,0,0,6,39
36,4,342719,16,2,9,0,4,1,0,0,45,0
61,6,71467,9,2,14,0,4,1,3103,0,40,39
17,2,271837,10,4,2,3,4,1,0,0,16,39
40,2,400061,10,2,6,0,3,1,0,0,40,39
18,2,62972,7,4,7,3,4,1,0,0,16,39
21,2,174907,12,4,11,3,4,0,0,0,32,39
41,2,176452,9,4,7,3,4,1,0,0,40,29
46,2,268358,7,5,6,1,4,0,0,0,40,39
55,0,176904,9,2,3,0,4,1,0,0,40,39
27,2,176683,12,4,11,1,4,1,0,0,52,39
39,2,98077,9,2,7,0,4,1,0,0,42,39
36,2,266461,9,4,13,3,2,1,0,0,48,39
51,2,312477,10,2,13,0,4,1,3908,0,40,39
27,2,604045,13,4,11,1,4,1,0,0,40,39
30,1,131568,13,2,9,0,4,1,0,0,40,39
42,2,97688,9,0,11,1,4,1,0,0,47,39
23,2,373628,13,4,7,3,4,0,0,0,20,39
56,2,367984,11,2,3,0,4,1,15024,0,40,39
41,4,193459,10,2,2,0,4,1,0,0,50,39
49,2,250733,9,2,2,0,4,1,0,0,46,39
46,0,199725,11,0,2,1,0,0,0,0,60,39
54,2,156877,9,2,2,0,4,1,0,0,40,12
38,2,122076,10,2,13,0,4,1,7298,0,43,39
45,4,216402,15,2,9,0,1,1,0,0,50,19
50,4,42402,15,2,9,0,4,1,0,2415,30,39
22,2,315974,10,4,11,1,4,0,0,0,40,39
31,2,63437,9,4,4,1,4,1,0,0,40,21
27,2,160786,9,0,7,1,4,1,0,0,30,39
34,2,85374,9,2,2,0,4,1,0,0,40,39
46,2,465974,7,4,13,3,4,1,0,0,30,39
47,2,78529,13,2,11,0,4,1,0,0,60,39
36,5,98037,11,2,7,0,1,1,0,0,40,39
22,2,178390,9,4,5,3,4,1,0,0,40,39
51,2,210940,9,2,11,0,4,1,0,2002,45,39
43,2,64506,10,0,7,1,4,1,0,0,30,39
54,2,128378,10,6,9,1,4,1,0,0,50,39
24,2,234460,5,4,6,3,2,0,0,0,40,6
29,2,176760,15,4,9,1,1,1,0,0,55,39
40,5,59460,10,0,0,4,4,0,0,0,38,39
18,2,234428,7,4,7,3,4,1,0,0,20,39
31,2,215047,13,4,0,1,4,1,0,0,50,39
57,2,140426,16,2,12,0,4,1,0,1977,40,11
32,2,191777,14,4,0,1,2,0,0,0,40,39
48,2,148995,14,2,3,0,4,1,0,0,40,39
24,2,229773,10,2,2,0,4,1,0,0,35,39
24,2,174461,12,0,7,1,4,0,0,0,22,39
24,2,250647,11,2,2,0,4,1,0,0,40,13
49,1,119904,13,2,9,5,4,0,7688,0,30,39
27,4,151402,9,2,4,0,4,1,0,1573,70,39
37,2,184556,10,0,12,4,4,0,0,0,40,39
33,2,263561,10,2,2,0,4,1,0,0,60,39
19,2,177945,10,4,11,3,4,1,0,0,25,39
45,2,306889,13,2,3,5,4,0,0,0,40,39
54,1,54377,14,0,9,1,4,0,0,0,40,39
47,2,144351,9,0,2,4,4,1,0,625,40,39
22,2,95566,10,3,11,3,3,0,0,0,22,6
20,2,181675,9,4,7,1,4,1,0,0,40,39
36,2,172129,5,2,5,0,4,1,0,0,40,39
49,6,350759,9,2,14,0,4,1,0,0,40,39
20,6,200061,10,4,14,3,4,0,0,0,40,0
34,3,200689,13,0,11,4,4,0,0,0,40,39
36,2,386726,14,2,9,5,4,0,0,1977,44,39
28,1,135567,13,4,0,1,2,0,4101,0,60,39
38,1,282753,11,0,3,3,4,1,0,0,40,39
32,2,137367,7,4,2,1,1,1,0,0,40,19
35,3,153976,9,2,3,0,4,1,0,0,60,39
51,3,96062,12,2,11,0,4,1,0,0,60,39
33,2,152933,10,4,3,1,4,1,0,0,45,39
71,2,97870,14,0,9,1,4,0,0,0,15,11
48,2,254291,14,2,9,0,4,1,0,0,40,39
53,4,101432,9,2,11,0,4,1,0,0,50,39
40,2,125776,11,2,0,0,4,1,0,0,40,39
64,4,165479,9,2,11,0,4,1,0,0,5,39
42,0,172307,9,2,0,0,4,1,0,0,48,39
25,2,176729,9,2,2,0,4,1,0,0,40,39
66,2,174276,10,6,11,4,4,0,0,0,50,39
59,0,48102,14,4,9,1,4,0,0,0,40,0
42,4,79531,10,2,3,0,4,1,0,0,55,39
24,2,306460,9,4,4,4,4,1,0,0,40,39
19,2,55284,9,4,5,3,4,0,0,0,25,39
26,2,172063,10,4,11,3,4,0,0,0,24,39
22,2,141028,9,4,7,3,2,1,0,0,30,39
33,2,37274,10,2,11,0,4,1,0,0,40,39
63,2,31389,7,4,4,1,4,1,0,0,12,39
20,2,415913,10,4,5,1,4,1,0,0,30,39
56,2,159770,9,2,2,0,4,1,0,0,40,39
70,4,268832,11,2,4,0,4,1,0,0,24,39
42,2,126003,9,2,12,0,4,1,0,0,40,39
25,1,225193,13,4,9,1,2,0,0,0,40,39
28,2,297735,10,2,6,0,4,1,0,0,40,39
36,2,605502,6,4,13,1,2,0,0,0,40,39
37,2,174150,14,2,3,0,4,1,0,0,40,39
